user_id,date_served,marketing_channel,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
a100001355,01/02/18,Push,FALSE,English,English,36-45 years,01/21/18,,Push,TRUE
a100001356,01/22/18,Facebook,TRUE,English,English,19-24 years,01/22/18,,Facebook,TRUE
a100001356,01/02/18,Facebook,FALSE,English,English,45-55 years,01/22/18,,Facebook,TRUE
a100001357,01/23/18,Instagram,TRUE,English,English,24-30 years,01/23/18,01/25/18,Instagram,FALSE
a100001357,01/02/18,Instagram,FALSE,English,English,0-18 years,01/23/18,01/25/18,Instagram,FALSE
a100001358,01/24/18,Facebook,TRUE,English,English,19-24 years,01/24/18,03/03/18,Facebook,FALSE
a100001358,01/02/18,Instagram,FALSE,English,English,19-24 years,01/24/18,03/03/18,Facebook,FALSE
a100001359,01/25/18,Instagram,TRUE,English,English,24-30 years,01/25/18,04/30/18,Instagram,FALSE
a100001359,01/02/18,Facebook,FALSE,English,English,24-30 years,01/25/18,04/30/18,Instagram,FALSE
a100001360,01/26/18,Email,TRUE,English,English,19-24 years,01/26/18,03/03/18,Email,FALSE
a100001360,01/02/18,House Ads,FALSE,English,English,30-36 years,01/26/18,03/03/18,Email,FALSE
a100001361,01/27/18,Push,TRUE,English,English,24-30 years,01/27/18,02/24/18,Push,FALSE
a100001361,01/02/18,House Ads,FALSE,English,English,36-45 years,01/27/18,02/24/18,Push,FALSE
a100001362,01/28/18,Facebook,TRUE,English,English,19-24 years,01/28/18,02/13/18,Facebook,FALSE
a100001362,01/03/18,House Ads,FALSE,Spanish,Spanish,45-55 years,01/28/18,02/13/18,Facebook,FALSE
a100001363,01/29/18,Instagram,TRUE,English,English,24-30 years,01/29/18,02/28/18,Instagram,FALSE
a100001363,01/03/18,Push,FALSE,English,English,0-18 years,01/29/18,02/28/18,Instagram,FALSE
a100001364,01/30/18,Facebook,TRUE,English,English,0-18 years,01/30/18,05/07/18,Facebook,FALSE
a100001364,01/03/18,Facebook,FALSE,English,English,19-24 years,01/30/18,05/07/18,Facebook,FALSE
a100001365,01/31/18,Instagram,TRUE,English,English,19-24 years,01/31/18,04/23/18,Instagram,FALSE
a100001365,01/03/18,Instagram,FALSE,English,English,24-30 years,01/31/18,04/23/18,Instagram,FALSE
a100001366,01/01/18,Instagram,TRUE,English,English,24-30 years,01/01/18,,Instagram,TRUE
a100001366,01/03/18,Instagram,FALSE,English,English,30-36 years,01/01/18,,Instagram,TRUE
a100001367,01/02/18,Facebook,TRUE,English,English,30-36 years,01/02/18,,Facebook,TRUE
a100001367,01/03/18,Facebook,FALSE,English,English,36-45 years,01/02/18,,Facebook,TRUE
a100001368,01/03/18,Instagram,TRUE,English,English,36-45 years,01/03/18,,Instagram,TRUE
a100001368,01/03/18,House Ads,FALSE,English,English,45-55 years,01/03/18,,Instagram,TRUE
a100001369,01/04/18,Email,FALSE,English,English,45-55 years,01/04/18,,Email,TRUE
a100001369,01/04/18,House Ads,FALSE,English,English,0-18 years,01/04/18,,Email,TRUE
a100001370,01/05/18,Push,TRUE,English,English,55+ years,01/05/18,,Push,TRUE
a100001370,01/04/18,House Ads,FALSE,English,English,19-24 years,01/05/18,,Push,TRUE
a100001371,01/06/18,Facebook,TRUE,English,English,0-18 years,01/06/18,,Facebook,TRUE
a100001371,01/04/18,Push,FALSE,English,English,24-30 years,01/06/18,,Facebook,TRUE
a100001372,01/07/18,Instagram,TRUE,English,English,19-24 years,01/07/18,,Instagram,TRUE
a100001372,01/04/18,Facebook,FALSE,English,English,30-36 years,01/07/18,,Instagram,TRUE
a100001373,01/08/18,Facebook,TRUE,English,English,24-30 years,01/08/18,04/07/18,Facebook,FALSE
a100001373,01/04/18,Instagram,FALSE,English,English,36-45 years,01/08/18,04/07/18,Facebook,FALSE
a100001374,01/09/18,Instagram,TRUE,English,English,0-18 years,01/09/18,03/04/18,Instagram,FALSE
a100001374,01/04/18,Instagram,FALSE,English,English,45-55 years,01/09/18,03/04/18,Instagram,FALSE
a100001375,01/10/18,Instagram,TRUE,English,English,19-24 years,01/10/18,04/19/18,Instagram,FALSE
a100001375,01/04/18,Facebook,FALSE,English,English,0-18 years,01/10/18,04/19/18,Instagram,FALSE
a100001376,01/11/18,Facebook,TRUE,English,English,24-30 years,01/11/18,01/28/18,Facebook,FALSE
a100001376,01/05/18,House Ads,FALSE,English,English,19-24 years,01/11/18,01/28/18,Facebook,FALSE
a100001377,01/12/18,Instagram,TRUE,English,English,19-24 years,01/12/18,02/07/18,Instagram,FALSE
a100001377,01/05/18,House Ads,FALSE,English,English,24-30 years,01/12/18,02/07/18,Instagram,FALSE
a100001378,01/13/18,Email,TRUE,English,English,24-30 years,01/13/18,01/30/18,Email,FALSE
a100001378,01/05/18,House Ads,FALSE,English,English,30-36 years,01/13/18,01/30/18,Email,FALSE
a100001379,01/14/18,Push,TRUE,English,English,19-24 years,01/14/18,03/15/18,Push,FALSE
a100001379,01/05/18,Push,FALSE,English,English,36-45 years,01/14/18,03/15/18,Push,FALSE
a100001380,01/15/18,Facebook,TRUE,English,English,24-30 years,01/15/18,01/22/18,Facebook,FALSE
a100001380,01/05/18,Facebook,FALSE,English,English,45-55 years,01/15/18,01/22/18,Facebook,FALSE
a100001381,01/16/18,Instagram,TRUE,English,English,19-24 years,01/16/18,02/02/18,Instagram,FALSE
a100001381,01/05/18,Instagram,FALSE,English,English,0-18 years,01/16/18,02/02/18,Instagram,FALSE
a100000004,01/01/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000013,01/01/18,Push,FALSE,English,English,19-24 years,,,,
a100000022,01/01/18,Facebook,FALSE,English,English,24-30 years,,,,
a100000022,01/16/18,Facebook,FALSE,English,English,24-30 years,,,,
a100000025,01/01/18,Instagram,FALSE,English,English,30-36 years,,,,
a100000074,01/01/18,Instagram,FALSE,English,English,36-45 years,,,,
a100000084,01/01/18,Facebook,FALSE,English,English,45-55 years,,,,
a100000106,01/01/18,House Ads,FALSE,English,English,55+ years,,,,
a100000115,01/02/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000116,01/02/18,Push,FALSE,English,English,19-24 years,,,,
a100000117,01/02/18,Facebook,FALSE,English,English,24-30 years,,,,
a100000118,01/02/18,Instagram,FALSE,English,English,30-36 years,,,,
a100000119,01/02/18,Instagram,FALSE,English,English,36-45 years,,,,
a100000120,01/02/18,Facebook,FALSE,English,English,45-55 years,,,,
a100000121,01/02/18,House Ads,FALSE,English,English,55+ years,,,,
a100000122,01/03/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000123,01/03/18,Push,FALSE,English,English,19-24 years,,,,
a100000124,01/03/18,Facebook,FALSE,English,English,24-30 years,,,,
a100000125,01/03/18,Instagram,FALSE,English,English,30-36 years,,,,
a100000126,01/03/18,Instagram,FALSE,English,English,36-45 years,,,,
a100000138,01/03/18,Facebook,FALSE,English,English,45-55 years,,,,
a100000139,01/03/18,House Ads,FALSE,English,English,55+ years,,,,
a100000140,01/04/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000141,01/04/18,Push,FALSE,English,English,19-24 years,,,,
a100000142,01/04/18,Facebook,FALSE,English,English,24-30 years,,,,
a100000143,01/04/18,Instagram,FALSE,English,English,30-36 years,,,,
a100000158,01/04/18,Instagram,FALSE,English,English,36-45 years,,,,
a100000159,01/04/18,Facebook,FALSE,English,English,45-55 years,,,,
a100000160,01/04/18,House Ads,FALSE,English,English,55+ years,,,,
a100000161,01/05/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000177,01/05/18,Push,FALSE,English,English,19-24 years,,,,
a100000178,01/05/18,Facebook,FALSE,English,English,24-30 years,,,,
a100000179,01/05/18,Instagram,FALSE,English,English,30-36 years,,,,
a100000180,01/05/18,Instagram,FALSE,English,English,36-45 years,,,,
a100000181,01/05/18,Facebook,FALSE,English,English,45-55 years,,,,
a100000182,01/05/18,House Ads,FALSE,English,English,55+ years,,,,
a100000183,01/06/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000184,01/06/18,Push,FALSE,English,English,19-24 years,,,,
a100000184,01/12/18,House Ads,FALSE,English,English,19-24 years,,,,
a100000184,01/02/18,House Ads,FALSE,English,English,19-24 years,,,,
a100000206,01/06/18,Facebook,FALSE,English,English,24-30 years,,,,
a100000206,01/12/18,House Ads,FALSE,English,English,24-30 years,,,,
a100000206,01/02/18,House Ads,FALSE,English,English,24-30 years,,,,
a100000207,01/06/18,Instagram,FALSE,English,English,30-36 years,,,,
a100000207,01/12/18,House Ads,FALSE,English,English,30-36 years,,,,
a100000207,01/02/18,House Ads,FALSE,English,English,30-36 years,,,,
a100000208,01/06/18,Instagram,FALSE,English,English,36-45 years,,,,
a100000208,01/12/18,House Ads,FALSE,English,English,36-45 years,,,,
a100000208,01/02/18,House Ads,FALSE,English,English,36-45 years,,,,
a100000209,01/06/18,Facebook,FALSE,English,English,45-55 years,,,,
a100000209,01/12/18,House Ads,FALSE,English,English,45-55 years,,,,
a100000209,01/03/18,House Ads,FALSE,English,English,45-55 years,,,,
a100000210,01/06/18,House Ads,FALSE,English,English,55+ years,,,,
a100000210,01/13/18,House Ads,FALSE,English,English,55+ years,,,,
a100000210,01/03/18,House Ads,FALSE,English,English,55+ years,,,,
a100000211,01/07/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000211,01/13/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000211,01/03/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000212,01/07/18,Push,FALSE,English,English,19-24 years,,,,
a100000212,01/13/18,House Ads,FALSE,English,English,19-24 years,,,,
a100000212,01/03/18,House Ads,FALSE,English,English,19-24 years,,,,
a100000213,01/07/18,Facebook,FALSE,English,English,24-30 years,,,,
a100000213,01/13/18,House Ads,FALSE,English,English,24-30 years,,,,
a100000213,01/03/18,House Ads,FALSE,English,English,24-30 years,,,,
a100000214,01/07/18,Instagram,FALSE,English,English,30-36 years,,,,
a100000214,01/13/18,House Ads,FALSE,English,English,30-36 years,,,,
a100000214,01/03/18,House Ads,FALSE,English,English,30-36 years,,,,
a100000215,01/07/18,Instagram,FALSE,English,English,36-45 years,,,,
a100000215,01/13/18,House Ads,FALSE,English,English,36-45 years,,,,
a100000215,01/03/18,House Ads,FALSE,English,English,36-45 years,,,,
a100000216,01/07/18,Facebook,FALSE,English,English,45-55 years,,,,
a100000216,01/13/18,House Ads,FALSE,English,English,45-55 years,,,,
a100000216,01/04/18,House Ads,FALSE,English,English,45-55 years,,,,
a100000217,01/08/18,House Ads,FALSE,English,English,55+ years,,,,
a100000217,01/14/18,House Ads,FALSE,English,English,55+ years,,,,
a100000217,01/04/18,House Ads,FALSE,English,English,55+ years,,,,
a100000218,01/08/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000218,01/14/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000218,01/04/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000219,01/08/18,Push,FALSE,English,English,19-24 years,,,,
a100000219,01/14/18,House Ads,FALSE,English,English,19-24 years,,,,
a100000219,01/04/18,House Ads,FALSE,English,English,19-24 years,,,,
a100000220,01/08/18,Facebook,FALSE,English,English,24-30 years,,,,
a100000220,01/14/18,House Ads,FALSE,English,English,24-30 years,,,,
a100000220,01/04/18,House Ads,FALSE,English,English,24-30 years,,,,
a100001000,01/08/18,Instagram,FALSE,English,English,30-36 years,,,,
a100001000,01/13/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001000,01/14/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001000,01/04/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001001,01/08/18,Instagram,FALSE,English,English,36-45 years,,,,
a100001001,01/13/18,House Ads,FALSE,English,English,36-45 years,,,,
a100001001,01/14/18,House Ads,FALSE,English,English,36-45 years,,,,
a100001001,01/04/18,House Ads,FALSE,English,English,36-45 years,,,,
a100001002,01/08/18,Facebook,FALSE,English,English,45-55 years,,,,
a100001002,01/13/18,House Ads,FALSE,English,English,45-55 years,,,,
a100001002,01/14/18,House Ads,FALSE,English,English,45-55 years,,,,
a100001002,01/05/18,House Ads,FALSE,English,English,45-55 years,,,,
a100001003,01/09/18,House Ads,FALSE,English,English,55+ years,,,,
a100001003,01/13/18,Push,FALSE,English,English,0-18 years,,,,
a100001003,01/15/18,House Ads,FALSE,English,English,55+ years,,,,
a100001003,01/05/18,House Ads,FALSE,English,English,55+ years,,,,
a100001004,01/09/18,House Ads,FALSE,English,English,0-18 years,,,,
a100001004,01/14/18,Facebook,FALSE,English,English,19-24 years,,,,
a100001004,01/15/18,House Ads,FALSE,English,English,0-18 years,,,,
a100001004,01/05/18,House Ads,FALSE,English,English,0-18 years,,,,
a100001005,01/09/18,Push,FALSE,English,English,19-24 years,,,,
a100001005,01/14/18,Instagram,FALSE,English,English,24-30 years,,,,
a100001005,01/15/18,House Ads,FALSE,English,English,19-24 years,,,,
a100001005,01/05/18,House Ads,FALSE,English,English,19-24 years,,,,
a100001006,01/09/18,Facebook,FALSE,English,English,24-30 years,,,,
a100001006,01/14/18,Instagram,FALSE,English,English,30-36 years,,,,
a100001006,01/15/18,House Ads,FALSE,English,English,24-30 years,,,,
a100001006,01/05/18,House Ads,FALSE,English,English,24-30 years,,,,
a100001007,01/09/18,Instagram,FALSE,English,English,30-36 years,,,,
a100001007,01/14/18,Facebook,FALSE,English,English,36-45 years,,,,
a100001007,01/15/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001007,01/05/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001008,01/09/18,Instagram,FALSE,English,English,36-45 years,,,,
a100001008,01/14/18,House Ads,FALSE,English,English,45-55 years,,,,
a100001008,01/15/18,House Ads,FALSE,English,English,36-45 years,,,,
a100001008,01/05/18,House Ads,FALSE,English,English,36-45 years,,,,
a100001009,01/09/18,Facebook,FALSE,English,English,45-55 years,,,,
a100001009,01/14/18,House Ads,FALSE,English,English,0-18 years,,,,
a100001009,01/15/18,House Ads,FALSE,English,English,45-55 years,,,,
a100001009,01/06/18,House Ads,FALSE,English,English,45-55 years,,,,
a100001010,01/10/18,House Ads,FALSE,Spanish,Spanish,55+ years,,,,
a100001010,01/14/18,House Ads,FALSE,English,English,19-24 years,,,,
a100001010,01/16/18,House Ads,FALSE,English,Spanish,55+ years,,,,
a100001010,01/06/18,House Ads,FALSE,Spanish,Spanish,55+ years,,,,
a100001011,01/10/18,House Ads,FALSE,Spanish,Spanish,0-18 years,,,,
a100001011,01/15/18,Push,FALSE,English,English,24-30 years,,,,
a100001011,01/16/18,House Ads,FALSE,English,Spanish,0-18 years,,,,
a100001011,01/06/18,House Ads,FALSE,Spanish,Spanish,0-18 years,,,,
a100001012,01/10/18,Push,FALSE,English,English,19-24 years,,,,
a100001012,01/15/18,Facebook,FALSE,English,English,30-36 years,,,,
a100001012,01/16/18,House Ads,FALSE,English,English,19-24 years,,,,
a100001012,01/06/18,House Ads,FALSE,English,English,19-24 years,,,,
a100001013,01/10/18,Facebook,FALSE,English,English,24-30 years,,,,
a100001013,01/15/18,Instagram,FALSE,English,English,36-45 years,,,,
a100001013,01/16/18,House Ads,FALSE,English,English,24-30 years,,,,
a100001013,01/06/18,House Ads,FALSE,English,English,24-30 years,,,,
a100001014,01/10/18,Instagram,FALSE,English,English,30-36 years,,,,
a100001014,01/15/18,Instagram,FALSE,English,English,45-55 years,,,,
a100001014,01/16/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001014,01/06/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001015,01/10/18,Instagram,FALSE,English,English,36-45 years,,,,
a100001015,01/15/18,Facebook,FALSE,English,English,0-18 years,,,,
a100001015,01/16/18,House Ads,FALSE,English,English,36-45 years,,,,
a100001015,01/06/18,House Ads,FALSE,English,English,36-45 years,,,,
a100001016,01/10/18,Facebook,FALSE,English,English,45-55 years,,,,
a100001016,01/15/18,House Ads,FALSE,English,English,19-24 years,,,,
a100001016,01/16/18,House Ads,FALSE,English,English,45-55 years,,,,
a100001016,01/07/18,House Ads,FALSE,English,English,45-55 years,,,,
a100001017,01/11/18,House Ads,FALSE,English,Spanish,55+ years,,,,
a100001017,01/15/18,House Ads,FALSE,English,English,24-30 years,,,,
a100001017,01/17/18,House Ads,FALSE,English,Spanish,55+ years,,,,
a100001017,01/07/18,House Ads,FALSE,Spanish,Spanish,55+ years,,,,
a100001018,01/11/18,House Ads,FALSE,English,English,0-18 years,,,,
a100001018,01/16/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001018,01/17/18,House Ads,FALSE,English,English,0-18 years,,,,
a100001018,01/07/18,House Ads,FALSE,English,English,0-18 years,,,,
a100001019,01/11/18,Push,FALSE,English,English,19-24 years,,,,
a100001019,01/16/18,Push,FALSE,English,English,36-45 years,,,,
a100001019,01/17/18,House Ads,FALSE,English,English,19-24 years,,,,
a100001019,01/07/18,House Ads,FALSE,English,English,19-24 years,,,,
a100001020,01/11/18,Facebook,FALSE,English,English,24-30 years,,,,
a100001020,01/16/18,Facebook,FALSE,English,English,45-55 years,,,,
a100001020,01/17/18,House Ads,FALSE,English,English,24-30 years,,,,
a100001020,01/07/18,House Ads,FALSE,English,English,24-30 years,,,,
a100001021,01/11/18,Instagram,FALSE,English,English,30-36 years,,,,
a100001021,01/16/18,Instagram,FALSE,English,English,0-18 years,,,,
a100001021,01/17/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001021,01/07/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001022,01/11/18,Instagram,FALSE,English,English,36-45 years,,,,
a100001022,01/16/18,Instagram,FALSE,English,English,19-24 years,,,,
a100001022,01/17/18,House Ads,FALSE,English,English,36-45 years,,,,
a100001022,01/08/18,House Ads,FALSE,English,English,36-45 years,,,,
a100001023,01/11/18,Facebook,FALSE,English,English,45-55 years,,,,
a100001023,01/16/18,Facebook,FALSE,English,English,24-30 years,,,,
a100001023,01/17/18,House Ads,FALSE,English,English,45-55 years,,,,
a100001023,01/08/18,House Ads,FALSE,English,English,45-55 years,,,,
a100001024,01/12/18,House Ads,FALSE,English,Spanish,55+ years,,,,
a100001024,01/16/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001024,01/18/18,House Ads,FALSE,English,Spanish,55+ years,,,,
a100001024,01/08/18,House Ads,FALSE,Spanish,Spanish,55+ years,,,,
a100001025,01/12/18,House Ads,FALSE,English,English,0-18 years,,,,
a100001025,01/17/18,House Ads,FALSE,English,English,36-45 years,,,,
a100001025,01/18/18,House Ads,FALSE,English,English,0-18 years,,,,
a100001025,01/08/18,House Ads,FALSE,English,English,0-18 years,,,,
a100001026,01/12/18,Push,FALSE,English,English,19-24 years,,,,
a100001026,01/17/18,House Ads,FALSE,English,English,45-55 years,,,,
a100001026,01/18/18,House Ads,FALSE,English,English,19-24 years,,,,
a100001026,01/08/18,House Ads,FALSE,English,English,19-24 years,,,,
a100001027,01/12/18,Facebook,FALSE,English,English,24-30 years,,,,
a100001027,01/17/18,Push,FALSE,English,English,0-18 years,,,,
a100001027,01/18/18,House Ads,FALSE,English,English,24-30 years,,,,
a100001027,01/08/18,House Ads,FALSE,English,English,24-30 years,,,,
a100001028,01/12/18,Instagram,FALSE,English,English,30-36 years,,,,
a100001028,01/17/18,Facebook,FALSE,English,English,19-24 years,,,,
a100001028,01/18/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001028,01/08/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001029,01/12/18,Instagram,FALSE,English,English,36-45 years,,,,
a100001029,01/17/18,Instagram,FALSE,English,English,24-30 years,,,,
a100001029,01/18/18,House Ads,FALSE,English,English,36-45 years,,,,
a100001029,01/09/18,House Ads,FALSE,English,English,36-45 years,,,,
a100001030,01/12/18,Facebook,FALSE,English,English,45-55 years,,,,
a100001030,01/17/18,Instagram,FALSE,English,English,30-36 years,,,,
a100001030,01/18/18,House Ads,FALSE,English,English,45-55 years,,,,
a100001030,01/09/18,House Ads,FALSE,English,English,45-55 years,,,,
a100001031,01/13/18,House Ads,FALSE,English,English,55+ years,,,,
a100001031,01/17/18,Facebook,FALSE,English,English,36-45 years,,,,
a100001031,01/19/18,House Ads,FALSE,English,English,55+ years,,,,
a100001031,01/09/18,House Ads,FALSE,English,English,55+ years,,,,
a100001032,01/13/18,House Ads,FALSE,English,Spanish,0-18 years,,,,
a100001032,01/18/18,House Ads,FALSE,English,English,45-55 years,,,,
a100001032,01/19/18,House Ads,FALSE,English,Spanish,0-18 years,,,,
a100001032,01/09/18,House Ads,FALSE,Spanish,Spanish,0-18 years,,,,
a100001033,01/13/18,Push,FALSE,English,English,19-24 years,,,,
a100001033,01/18/18,House Ads,FALSE,English,English,0-18 years,,,,
a100001033,01/19/18,House Ads,FALSE,English,English,19-24 years,,,,
a100001033,01/09/18,House Ads,FALSE,English,English,19-24 years,,,,
a100001034,01/13/18,Facebook,FALSE,English,English,24-30 years,,,,
a100001034,01/18/18,House Ads,FALSE,English,Spanish,19-24 years,,,,
a100001034,01/19/18,House Ads,FALSE,English,English,24-30 years,,,,
a100001034,01/09/18,House Ads,FALSE,English,English,24-30 years,,,,
a100001035,01/13/18,Instagram,FALSE,English,English,30-36 years,,,,
a100001035,01/18/18,Push,FALSE,English,English,24-30 years,,,,
a100001035,01/19/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001035,01/09/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001036,01/13/18,Instagram,FALSE,English,English,36-45 years,,,,
a100001036,01/18/18,Facebook,FALSE,English,English,30-36 years,,,,
a100001036,01/19/18,House Ads,FALSE,English,English,36-45 years,,,,
a100001036,01/10/18,House Ads,FALSE,English,English,36-45 years,,,,
a100001037,01/13/18,Facebook,FALSE,English,English,45-55 years,,,,
a100001037,01/18/18,Instagram,FALSE,English,English,36-45 years,,,,
a100001037,01/19/18,House Ads,FALSE,English,English,45-55 years,,,,
a100001037,01/10/18,House Ads,FALSE,English,English,45-55 years,,,,
a100001038,01/14/18,House Ads,FALSE,English,English,55+ years,,,,
a100001038,01/18/18,Instagram,FALSE,English,English,45-55 years,,,,
a100001038,01/20/18,House Ads,FALSE,English,English,55+ years,,,,
a100001038,01/10/18,House Ads,FALSE,English,English,55+ years,,,,
a100001039,01/14/18,House Ads,FALSE,English,English,0-18 years,,,,
a100001039,01/19/18,Facebook,FALSE,English,English,0-18 years,,,,
a100001039,01/20/18,House Ads,FALSE,English,English,0-18 years,,,,
a100001039,01/10/18,House Ads,FALSE,English,English,0-18 years,,,,
a100001040,01/14/18,Push,FALSE,English,English,19-24 years,,,,
a100001040,01/19/18,House Ads,FALSE,English,English,19-24 years,,,,
a100001040,01/20/18,House Ads,FALSE,English,English,19-24 years,,,,
a100001040,01/10/18,House Ads,FALSE,English,English,19-24 years,,,,
a100001041,01/14/18,Facebook,FALSE,English,English,24-30 years,,,,
a100001041,01/19/18,House Ads,FALSE,English,English,24-30 years,,,,
a100001041,01/20/18,House Ads,FALSE,English,English,24-30 years,,,,
a100001041,01/10/18,House Ads,FALSE,English,English,24-30 years,,,,
a100001042,01/14/18,Instagram,FALSE,English,English,30-36 years,,,,
a100001042,01/19/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001042,01/20/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001042,01/10/18,House Ads,FALSE,English,English,30-36 years,,,,
a100001043,01/14/18,Instagram,FALSE,English,English,36-45 years,,,,
a100001043,01/19/18,Push,FALSE,English,English,36-45 years,,,,
a100001043,01/20/18,House Ads,FALSE,English,English,36-45 years,,,,
a100001043,01/11/18,House Ads,FALSE,English,English,36-45 years,,,,
a100000421,01/16/18,House Ads,FALSE,English,English,55+ years,,,,
a100000421,01/27/18,House Ads,FALSE,English,English,55+ years,,,,
a100000421,01/12/18,House Ads,FALSE,English,English,55+ years,,,,
a100000422,01/16/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000422,01/27/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000422,01/12/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000423,01/16/18,Push,FALSE,English,English,19-24 years,,,,
a100000423,01/27/18,House Ads,FALSE,English,English,19-24 years,,,,
a100000423,01/12/18,House Ads,FALSE,English,English,19-24 years,,,,
a100000424,01/16/18,Facebook,FALSE,English,English,24-30 years,,,,
a100000424,01/27/18,House Ads,FALSE,English,English,24-30 years,,,,
a100000424,01/12/18,House Ads,FALSE,English,English,24-30 years,,,,
a100000425,01/16/18,Instagram,FALSE,English,English,30-36 years,,,,
a100000425,01/27/18,House Ads,FALSE,English,English,30-36 years,,,,
a100000425,01/12/18,House Ads,FALSE,English,English,30-36 years,,,,
a100000426,01/16/18,Instagram,FALSE,English,English,36-45 years,,,,
a100000426,01/28/18,House Ads,FALSE,English,English,36-45 years,,,,
a100000426,01/13/18,House Ads,FALSE,English,English,36-45 years,,,,
a100000427,01/16/18,Facebook,FALSE,English,English,45-55 years,,,,
a100000427,01/28/18,House Ads,FALSE,English,English,45-55 years,,,,
a100000427,01/13/18,House Ads,FALSE,English,English,45-55 years,,,,
a100000428,01/17/18,House Ads,FALSE,English,English,55+ years,,,,
a100000428,01/28/18,House Ads,FALSE,English,English,55+ years,,,,
a100000428,01/13/18,House Ads,FALSE,English,English,55+ years,,,,
a100000429,01/17/18,House Ads,FALSE,English,Spanish,0-18 years,,,,
a100000429,01/28/18,House Ads,FALSE,English,Spanish,0-18 years,,,,
a100000429,01/13/18,House Ads,FALSE,Spanish,Spanish,0-18 years,,,,
a100000430,01/17/18,Push,FALSE,English,English,19-24 years,,,,
a100000430,01/28/18,House Ads,FALSE,English,English,19-24 years,,,,
a100000430,01/13/18,House Ads,FALSE,English,English,19-24 years,,,,
a100000431,01/17/18,Facebook,FALSE,English,English,24-30 years,,,,
a100000431,01/28/18,House Ads,FALSE,English,English,24-30 years,,,,
a100000431,01/13/18,House Ads,FALSE,English,English,24-30 years,,,,
a100000432,01/17/18,Instagram,FALSE,English,English,30-36 years,,,,
a100000432,01/28/18,House Ads,FALSE,English,English,30-36 years,,,,
a100000432,01/13/18,House Ads,FALSE,English,English,30-36 years,,,,
a100000433,01/17/18,Instagram,FALSE,English,English,36-45 years,,,,
a100000433,01/29/18,House Ads,FALSE,English,English,36-45 years,,,,
a100000433,01/14/18,House Ads,FALSE,English,English,36-45 years,,,,
a100000434,01/17/18,Facebook,FALSE,English,English,45-55 years,,,,
a100000434,01/29/18,House Ads,FALSE,English,English,45-55 years,,,,
a100000434,01/14/18,House Ads,FALSE,English,English,45-55 years,,,,
a100000435,01/18/18,House Ads,FALSE,English,English,55+ years,,,,
a100000435,01/29/18,House Ads,FALSE,English,English,55+ years,,,,
a100000435,01/14/18,House Ads,FALSE,English,English,55+ years,,,,
a100000436,01/18/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000436,01/29/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000436,01/14/18,House Ads,FALSE,English,English,0-18 years,,,,
a100000437,01/18/18,Push,FALSE,English,English,19-24 years,,,,
a100000437,01/29/18,House Ads,FALSE,English,English,19-24 years,,,,
a100000437,01/14/18,House Ads,FALSE,English,English,19-24 years,,,,
a100000438,01/18/18,Facebook,FALSE,English,English,24-30 years,,,,
a100000438,01/29/18,House Ads,FALSE,English,English,24-30 years,,,,
a100000438,01/14/18,House Ads,FALSE,English,English,24-30 years,,,,
a100000439,01/18/18,Instagram,FALSE,English,English,30-36 years,,,,
a100000439,01/29/18,House Ads,FALSE,English,English,30-36 years,,,,
a100000439,01/14/18,House Ads,FALSE,English,English,30-36 years,,,,
a100000440,01/18/18,Instagram,FALSE,English,English,36-45 years,,,,
a100000440,01/30/18,House Ads,FALSE,English,English,36-45 years,,,,
a100000440,01/15/18,House Ads,FALSE,English,English,36-45 years,,,,
